GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1036370009877032960,2018/09/02,http://twitter.com/AskPS_UK/status/1036370009877032960,@TrickZxZxZ Hello! This kind of issue will definitely be your connection if you are seeing it in multiple games. Have you considered speaking to your ISP about experiencing intermittent high pings? You can also try our Fix and Connect troubleshooter: https://t.co/hZFRmLACS4 ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,315997,115860,23,@TrickZxZxZ Hello! This kind of issue will definitely be your connection if you are seeing it in multiple games. Have you considered speaking to your ISP about experiencing intermittent high pings? You can also try our Fix and Connect troubleshooter: https://t.co/hZFRmLACS4 ^DB,Reply,,
1037777265357205506,2018/09/06,http://twitter.com/AskPlayStation/status/1037777265357205506,@ChristianStri16 You're welcome! Let us know the outcome!,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,832185,1355763,3128,@ChristianStri16 You're welcome! Let us know the outcome!,Reply,,
1036349096473362439,2018/09/02,http://twitter.com/AskPlayStation/status/1036349096473362439,@an_croft Strange! Have you tried starting the download via PC? Give it a try and keep us posted! https://t.co/r6svjqEbUM,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830772,1354902,3132,@an_croft Strange! Have you tried starting the download via PC? Give it a try and keep us posted! https://t.co/r6svjqEbUM,Reply,,
1036693670475517955,2018/09/03,http://twitter.com/AskPS_UK/status/1036693670475517955,"@wmaher87 Hello! I'm afraid you can't transfer content between accounts like this, as they stay with the account that gained them in the first place. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,316434,115971,23,"@wmaher87 Hello! I'm afraid you can't transfer content between accounts like this, as they stay with the account that gained them in the first place. ^DB",Reply,,
1037039248669593601,2018/09/04,http://twitter.com/AskPS_UK/status/1037039248669593601,"@neatsz Alright, have you attempted to make the purchase from another Network connection? Do you receive an error code or message if you attempt the purchase from console? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,316891,116089,23,"@neatsz Alright, have you attempted to make the purchase from another Network connection? Do you receive an error code or message if you attempt the purchase from console? ^AS",Reply,,
1037085169239318529,2018/09/04,http://twitter.com/EsportzRacing/status/1037085169239318529,Sony adds 'Bloodborne' to PlayStation Now's game streaming lineup https://t.co/Ut7OJQ0XUv https://t.co/bke2vXTC4s,@EsportzRacing,Esports Motor Racing Consultant,,,,Neutral,Neutral,Twitter,,1589,256,1434,Sony adds 'Bloodborne' to PlayStation Now's game streaming lineup https://t.co/Ut7OJQ0XUv https://t.co/bke2vXTC4s,Tweet,,
1037199365243383815,2018/09/05,http://twitter.com/AskPlayStation/status/1037199365243383815,"@FaultyKiller We are glad to clarify. Once Pre-Order has been confirmed, a voucher code will be emailed to the email account associated with your PlayStation Network ID within 72 hours. Visit this page: https://t.co/UgJhkt8aOL To redeem the offer.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,831590,1355391,3130,"@FaultyKiller We are glad to clarify. Once Pre-Order has been confirmed, a voucher code will be emailed to the email account associated with your PlayStation Network ID within 72 hours. Visit this page: https://t.co/UgJhkt8aOL To redeem the offer.",Reply,,
1036994811079864321,2018/09/04,http://twitter.com/AskPlayStation/status/1036994811079864321,@RemyLeBeau Strange. Make sure that you are in the right user of the purchase. Then go to Library and on the left hand side menu select Purchased and look for the game there. Keep us posted!,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,831272,1355191,3131,@RemyLeBeau Strange. Make sure that you are in the right user of the purchase. Then go to Library and on the left hand side menu select Purchased and look for the game there. Keep us posted!,Reply,,
1037802741974945798,2018/09/06,http://twitter.com/AskPS_UK/status/1037802741974945798,@_SuperGameBros Hello! You'll be emailed a code to redeem through Netflix itself up to 5 days after your purchase. Keep an eye on your Spam/Junk folder in case the code ends up there. ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,318038,116442,23,@_SuperGameBros Hello! You'll be emailed a code to redeem through Netflix itself up to 5 days after your purchase. Keep an eye on your Spam/Junk folder in case the code ends up there. ^AS,Reply,,
1036898008967925760,2018/09/04,http://twitter.com/AskPS_UK/status/1036898008967925760,"@danielJamesH1 You could try completely deleting and then re-installing the game, as well as rebuilding your database by using Safe Mode's Option 5. Have you tried either of those? ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,316569,116025,23,"@danielJamesH1 You could try completely deleting and then re-installing the game, as well as rebuilding your database by using Safe Mode's Option 5. Have you tried either of those? ^NL",Reply,,
1037820083630948352,2018/09/06,http://twitter.com/AskPS_UK/status/1037820083630948352,"@SaifAli12081142 Hello! Please use our hardware troubleshooting tool for steps to solve this, and if needed, details on organising a repair: https://t.co/4b4F6CDrYU ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,318086,116449,23,"@SaifAli12081142 Hello! Please use our hardware troubleshooting tool for steps to solve this, and if needed, details on organising a repair: https://t.co/4b4F6CDrYU ^AS",Reply,,
1036702649456967681,2018/09/03,http://twitter.com/PlayStationUK/status/1036702649456967681,"@ChrisTrainor11 Hello, @askps_uk can help you.",@PlayStationUK,PlayStation UK,United States of America,,,Neutral,Joy,Twitter,,19155,626493,277,"@ChrisTrainor11 Hello, @askps_uk can help you.",Reply,,
1036719823382880258,2018/09/03,http://twitter.com/arthur_feldmn/status/1036719823382880258,@PlayStation Now make a new playstation all stars battle royale w/ him in it https://t.co/oQ6rSGokVh,@arthur_feldmn,Arthur Feldman,,,,Neutral,Neutral,Twitter,M,1328,54,126,@PlayStation Now make a new playstation all stars battle royale w/ him in it https://t.co/oQ6rSGokVh,Reply,,
1037143033064681472,2018/09/04,http://twitter.com/AskPlayStation/status/1037143033064681472,@amy83marie1 Thank you. Please check your DM's for more instructions.,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,831516,1355368,3131,@amy83marie1 Thank you. Please check your DM's for more instructions.,Reply,,
1037383097552175104,2018/09/05,http://twitter.com/AskPlayStation/status/1037383097552175104,"@thekears Apologize for the inconveniences, Andy. Please reach out to @AskPS_UK for further assistance.",@AskPlayStation,Ask PlayStation,,,,Negative,Unclassified,Twitter,,831757,1355517,3130,"@thekears Apologize for the inconveniences, Andy. Please reach out to @AskPS_UK for further assistance.",Reply,,
1036340809501691904,2018/09/02,http://twitter.com/AskPlayStation/status/1036340809501691904,"@serial_figgis Great question! NBC Sports Philadelphia is included in the Sports Pack only. For more information, check out this link to the Channels page and scroll down to the Add-Ons section. https://t.co/9WjltSfvDN",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830761,1354892,3132,"@serial_figgis Great question! NBC Sports Philadelphia is included in the Sports Pack only. For more information, check out this link to the Channels page and scroll down to the Add-Ons section. https://t.co/9WjltSfvDN",Reply,,
1036962044392747008,2018/09/04,http://twitter.com/AskPS_UK/status/1036962044392747008,@smelliieeee Alright! Are the other 2 DLCs downloaded and installed? ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,316705,116050,23,@smelliieeee Alright! Are the other 2 DLCs downloaded and installed? ^NL,Reply,,
1037741257911676929,2018/09/06,http://twitter.com/AskPlayStation/status/1037741257911676929,@M13E_ We are happy to help! We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,832116,1355720,3128,@M13E_ We are happy to help! We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1037696832942616576,2018/09/06,http://twitter.com/Sony/status/1037696832942616576,(•_•) <) )╯ONE / \ \(•_•) ( (> MORE / \ (•_•) <) )> DAY / \ 🕷🕸,@Sony,Sony,United States of America,New York,New York,Neutral,Unclassified,Twitter,,23525,4211270,1680,"(•_•)
<)   )╯ONE
 /    \ 

\(•_•) 
(   (>   MORE
 /    \ 

(•_•) 
<)   )>  DAY
 /    \

🕷🕸",Tweet,,
1037366763028144132,2018/09/05,http://twitter.com/AskPS_UK/status/1037366763028144132,@stuartcorbett79 Ok. Can you try on the web store while connected to the same internet connection? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,317347,116249,23,@stuartcorbett79 Ok. Can you try on the web store while connected to the same internet connection? ^MM,Reply,,
1037446915712053255,2018/09/05,http://twitter.com/AskPS_UK/status/1037446915712053255,"@adislade149Hot1 Hi there, sorry to hear that! Please check this page: https://t.co/S9HzYMnA8w and let us know if you need more help after trying the troubleshooting advised. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317531,116313,23,"@adislade149Hot1 Hi there, sorry to hear that! Please check this page: https://t.co/S9HzYMnA8w and let us know if you need more help after trying the troubleshooting advised. ^GA",Reply,,
1036386414697607168,2018/09/02,http://twitter.com/AskPlayStation/status/1036386414697607168,"@mantei4 Hello! We do have unlimited space for the amount of shows you can add, but they do get removed after 28 days. The shows do get refreshed if the episode re-airs during the 28 day countdown.",@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,830807,1354905,3132,"@mantei4 Hello! We do have unlimited space for the amount of shows you can add, but they do get removed after 28 days. The shows do get refreshed if the episode re-airs during the 28 day countdown.",Reply,,
1036360611184160768,2018/09/02,http://twitter.com/AskPS_UK/status/1036360611184160768,"@cjmurphyXx It would make most sense to attempt Option 7 from Safe Mode as previously suggested, as this may fix the error. We can't guarantee compatability of any HDDs as we don't have any officially licensed for use with the console. ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,315977,115863,23,"@cjmurphyXx It would make most sense to attempt Option 7 from Safe Mode as previously suggested, as this may fix the error. We can't guarantee compatability of any HDDs as we don't have any officially licensed for use with the console. ^AS",Reply,,
1036994475342618631,2018/09/04,http://twitter.com/AskPS_UK/status/1036994475342618631,"@YoloSwaggins97 Have you tried search ""banned"" on our help page, then selected the contact details for our Support Line? We can't take account details here, hence why we can't help further. You can find our help page here: https://t.co/sRiJMB9p1S ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,316794,116067,23,"@YoloSwaggins97 Have you tried search ""banned"" on our help page, then selected the contact details for our Support Line? We can't take account details here, hence why we can't help further. You can find our help page here: https://t.co/sRiJMB9p1S ^AS",Reply,,
1037406013912215553,2018/09/05,http://twitter.com/AskPlayStation/status/1037406013912215553,@waleed10dx Hi there. Let's look into that. Please check your DM's for further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,831792,1355530,3130,@waleed10dx Hi there. Let's look into that. Please check your DM's for further instructions.,Reply,,
1037013392857358336,2018/09/04,http://twitter.com/AskPS_UK/status/1037013392857358336,"@Chrismcg9 Double check you've got both games purchased on our web store as well, please. Curse of Osiris: https://t.co/1sDSLwjKdE. Warmind: https://t.co/U5klkRbexg. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316831,116073,23,"@Chrismcg9 Double check you've got both games purchased on our web store as well, please. Curse of Osiris: https://t.co/1sDSLwjKdE. Warmind: https://t.co/U5klkRbexg. ^DB",Reply,,
1037401514896240640,2018/09/05,http://twitter.com/AskPS_UK/status/1037401514896240640,@_DYLAN_1888_ Hello! Server status is green: https://t.co/hJVJr1ZQxf Could you send a picture of the results of a connection test? You can do this from Settings>Network>Test Internet Connection. ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317452,116277,23,"@_DYLAN_1888_ Hello! Server status is green: https://t.co/hJVJr1ZQxf

Could you send a picture of the results of a connection test? You can do this from Settings>Network>Test Internet Connection. ^AS",Reply,,
1036986493544353792,2018/09/04,http://twitter.com/AskPS_UK/status/1036986493544353792,@Argey_Bargey Hi! Sorry to hear that! Can you go onto the miscellaneous items and claim special items? If they aren't there then I'm afraid you will need to contact the publisher for more help. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316768,116063,23,@Argey_Bargey Hi! Sorry to hear that! Can you go onto the miscellaneous items and claim special items? If they aren't there then I'm afraid you will need to contact the publisher for more help. ^MM,Reply,,
1037090825199661056,2018/09/04,http://twitter.com/AskPS_UK/status/1037090825199661056,"@Soul_Resonance Sorry but the section of the guide we pointed you to is for assistance if you can't do it yourself. You'll find the right contact details to get this sorted if you read beneath ""Having problems changing Sign-in ID?"". ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,317050,116152,23,"@Soul_Resonance Sorry but the section of the guide we pointed you to is for assistance if you can't do it yourself. You'll find the right contact details to get this sorted if you read beneath ""Having problems changing Sign-in ID?"". ^DB",Reply,,
1036888439130599424,2018/09/04,http://twitter.com/AskPS_UK/status/1036888439130599424,@danielJamesH1 Hi! Sorry to hear that you are having issues with the game! Can you give us more information on what is happening? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,316549,116014,23,@danielJamesH1 Hi! Sorry to hear that you are having issues with the game! Can you give us more information on what is happening? ^MM,Reply,,
1037225760669540352,2018/09/05,http://twitter.com/AskPlayStation/status/1037225760669540352,@Wircys Sorry to read that. Please check your DM's for more instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Sadness,Twitter,,831645,1355406,3130,@Wircys Sorry to read that. Please check your DM's for more instructions.,Reply,,
1036344186986024962,2018/09/02,http://twitter.com/AskPS_UK/status/1036344186986024962,"@rihardo_sergio What bonus would this be? Depending on the content, you may not be able to share it or use it. ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,315941,115855,23,"@rihardo_sergio What bonus would this be? Depending on the content, you may not be able to share it or use it. ^DB",Reply,,
1037436242789625866,2018/09/05,http://twitter.com/AskPS_UK/status/1037436242789625866,@Markadabraa Hello! Have you tried restoring your licenses from Settings>Account Management>Restore Licenses and relaunched the game to see if the issue persists? ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317508,116311,23,@Markadabraa Hello! Have you tried restoring your licenses from Settings>Account Management>Restore Licenses and relaunched the game to see if the issue persists? ^AS,Reply,,
1037680004308631557,2018/09/06,http://twitter.com/AskPS_UK/status/1037680004308631557,"@mralexeatsyou Hello! The Limited Edition Spider-Man PS4 shouldn't be limited to Game, if you mean the red console with the Spider-Man logo on it. Have you checked with other retailers regarding their stock? ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,317679,116359,23,"@mralexeatsyou Hello! The Limited Edition Spider-Man PS4 shouldn't be limited to Game, if you mean the red console with the Spider-Man logo on it. Have you checked with other retailers regarding their stock? ^DB",Reply,,
1037632321594302464,2018/09/06,http://twitter.com/AskPS_UK/status/1037632321594302464,@NC99HD Can you let us know what it suggested that you try? We don't want to retread the same ground for you. ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,317593,116327,23,@NC99HD Can you let us know what it suggested that you try? We don't want to retread the same ground for you. ^DB,Reply,,
1037255920978411521,2018/09/05,http://twitter.com/AskPS_UK/status/1037255920978411521,@oliver09401581 Hi! Sorry to hear that! I'm going to need to send you a DM with some more information. Please make sure that you are following us so that I can send you it. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,317091,116199,23,@oliver09401581 Hi! Sorry to hear that! I'm going to need to send you a DM with some more information. Please make sure that you are following us so that I can send you it. ^MM,Reply,,
1037144001177157632,2018/09/04,http://twitter.com/AskPlayStation/status/1037144001177157632,@PolyRoleModels Sorry to read that. Please check your DMs for assistance on this matter.,@AskPlayStation,Ask PlayStation,,,,Neutral,Sadness,Twitter,,831517,1355370,3131,@PolyRoleModels Sorry to read that. Please check your DMs for assistance on this matter.,Reply,,
1037381093459152896,2018/09/05,http://twitter.com/AskPS_UK/status/1037381093459152896,"@CasCaswell69 OK, could you let me know what the error is? What troubleshooting have you tried to attempt to fix your issue? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,317397,116264,23,"@CasCaswell69 OK, could you let me know what the error is? What troubleshooting have you tried to attempt to fix your issue? ^AS",Reply,,
1037391606729633795,2018/09/05,http://twitter.com/AskPlayStation/status/1037391606729633795,@PetersonDeserae We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,831778,1355524,3130,@PetersonDeserae We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1037024678769041409,2018/09/04,http://twitter.com/AskPS_UK/status/1037024678769041409,@JamesHenshaw91 Hello! Are you able to remove the payment details from your account? You can find out how to do this from here: https://t.co/p4vG35Rwz5 ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316854,116090,23,@JamesHenshaw91 Hello! Are you able to remove the payment details from your account? You can find out how to do this from here: https://t.co/p4vG35Rwz5 ^AS,Reply,,
1036988076692844544,2018/09/04,http://twitter.com/AskPS_UK/status/1036988076692844544,"@RelaxedArrow I see! For help with your Sign-In ID change, please follow the instructions at the bottom of this page: https://t.co/GKZGZx1wRL under 'Having problems changing Sign-in ID?'. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,316774,116063,23,"@RelaxedArrow I see! For help with your Sign-In ID change, please follow the instructions at the bottom of this page: https://t.co/GKZGZx1wRL under 'Having problems changing Sign-in ID?'. ^GA",Reply,,
1036257444496896000,2018/09/02,http://twitter.com/AskPS_UK/status/1036257444496896000,@rajman74 Sorry about that! Maybe you'll find something you missed on your previous run? ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Unclassified,Twitter,,315671,115823,23,@rajman74 Sorry about that! Maybe you'll find something you missed on your previous run? ^AS,Reply,,
1037076978392866816,2018/09/04,http://twitter.com/AskPlayStation/status/1037076978392866816,@esmaiel99 Here to help! Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,831382,1355309,3131,@esmaiel99 Here to help! Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,Reply,,
1036199627962376193,2018/09/02,http://twitter.com/AskPS_UK/status/1036199627962376193,"@EvilGazebo Hi there, sorry to hear that! Please change your password if you haven't already. Then, deactivate remotely from the website (here's how: https://t.co/XvnroqCjjB) and let us now if you need more help. ^GA",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,315520,115780,23,"@EvilGazebo Hi there, sorry to hear that! Please change your password if you haven't already. Then, deactivate remotely from the website (here's how: https://t.co/XvnroqCjjB) and let us now if you need more help. ^GA",Reply,,
1037594917231570944,2018/09/06,http://twitter.com/AskPlayStation/status/1037594917231570944,"@AARO7890 That's not good. Once Pre-Order has been confirmed, a voucher code will be emailed to the email account associated with your PlayStation Network ID within 72 hours. Did you recently change your PSN ID by any chance? Details here: https://t.co/UgJhkt8aOL",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,832041,1355621,3128,"@AARO7890 That's not good. Once Pre-Order has been confirmed, a voucher code will be emailed to the email account associated with your PlayStation Network ID within 72 hours. Did you recently change your PSN ID by any chance? 
Details here: https://t.co/UgJhkt8aOL",Reply,,
1036970235658743810,2018/09/04,http://twitter.com/PlayStationUK/status/1036970235658743810,"The hunt is on. Destiny 2: Forsaken, out now! Do it #ForCayde. 😢 https://t.co/NRxu8eBMQn",@PlayStationUK,PlayStation UK,United States of America,,,Positive,Joy,Twitter,,19164,626616,277,"The hunt is on. Destiny 2: Forsaken, out now! Do it #ForCayde. 😢 https://t.co/NRxu8eBMQn",Tweet,,
1036938037899481088,2018/09/04,http://twitter.com/AskPS_UK/status/1036938037899481088,@ForrestGumpLDN Do you run into any issues accessing the beta here: https://t.co/KSwdYaTrl5 ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,316650,116041,23,@ForrestGumpLDN Do you run into any issues accessing the beta here: https://t.co/KSwdYaTrl5 ^MM,Reply,,
1037734849405222912,2018/09/06,http://twitter.com/Metalhead9806/status/1037734849405222912,@PressStartKofi I tested psnow a few months ago. Here in NYC with my fios internet that shit ran fine. Obviously it's better to own a ps4 and install the game if you just want to beat the game once subbing for a month or doing a trial is fine.,@Metalhead9806,JGMIII,United States of America,New York,New York,Negative,Anger,Twitter,,10467,189,940,@PressStartKofi I tested psnow a few months ago.  Here in NYC with my fios internet that shit ran fine.  Obviously it's better to own a ps4 and install the game if you just want to beat the game once subbing for a month or doing a trial is fine.,Reply,,
1036384789509623811,2018/09/02,http://twitter.com/AskPlayStation/status/1036384789509623811,@AllenBeef Odd! Have you tried starting the download via PC? Give it a try and keep us posted! https://t.co/r6svjqEbUM,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830805,1354908,3132,@AllenBeef Odd! Have you tried starting the download via PC? Give it a try and keep us posted! https://t.co/r6svjqEbUM,Reply,,
1036342727821144065,2018/09/02,http://twitter.com/AskPlayStation/status/1036342727821144065,@JulianPena33 Hello Julian. Sorry for the delay. How can we help you today? Please provide us more details.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,830764,1354893,3132,@JulianPena33 Hello Julian. Sorry for the delay. How can we help you today? Please provide us more details.,Reply,,
1037812914873421831,2018/09/06,http://twitter.com/AskPS_UK/status/1037812914873421831,@MakkoGuspe Hello! You'll need to attempt to redeem the code once the game has fully released tomorrow. Please try then and let us know if you have any further issues! ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,318058,116448,23,@MakkoGuspe Hello! You'll need to attempt to redeem the code once the game has fully released tomorrow. Please try then and let us know if you have any further issues! ^AS,Reply,,
1037671900640694272,2018/09/06,http://twitter.com/GamerMonkey_/status/1037671900640694272,@PlayStation Now's September Lineup Includes Bloodborne and More,@GamerMonkey_,The Gaming Monkeys,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,40974,510,457,@PlayStation Now's September Lineup Includes Bloodborne and More,Tweet,,
1036279776657457153,2018/09/02,http://twitter.com/AskPS_UK/status/1036279776657457153,"@SMolrakova OK, how do you own the base game, is it digital or physical? ^AS",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,315749,115833,23,"@SMolrakova OK, how do you own the base game, is it digital or physical? ^AS",Reply,,
1036358592490864641,2018/09/02,http://twitter.com/AskPlayStation/status/1036358592490864641,@alainjacinto Glad to help. Please follow the steps in the next link to troubleshoot troubleshooting Headphone Sound Issues :https://t.co/NEyEZL7irb,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,830781,1354910,3132,@alainjacinto Glad to help. Please follow the steps in the next link to troubleshoot troubleshooting Headphone Sound Issues :https://t.co/NEyEZL7irb,Reply,,
