GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1051546199344521217,2018/10/14,http://twitter.com/AskPlayStation/status/1051546199344521217,@_BotPlug_ We have sent you a direct message with more information in regards of this problem.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,845280,1374205,3121,@_BotPlug_ We have sent you a direct message with more information in regards of this problem.,Reply,,
1051591470896041985,2018/10/14,http://twitter.com/AskPS_UK/status/1051591470896041985,@mike_longley Ok. If your account has been banned then you're best contacting your local sup[port for more information on how to get back onto your account: https://t.co/FqyFnCMNNX ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,339755,121756,23,@mike_longley Ok. If your account has been banned then you're best contacting your local sup[port for more information on how to get back onto your account: https://t.co/FqyFnCMNNX ^MM,Reply,,
1050188769176023040,2018/10/10,http://twitter.com/AskPlayStation/status/1050188769176023040,@alejandro_choto We are glad to help. Please provide us with more information about any error codes or messages. So we can assist you better.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,843858,1370586,3125,@alejandro_choto We are glad to help. Please provide us with more information about any error codes or messages. So we can assist you better.,Reply,,
1051850683790573568,2018/10/15,http://twitter.com/AskPS_UK/status/1051850683790573568,@shayanfaisal11 Hi! Sorry to hear that! Did you make these changes? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,340019,121861,23,@shayanfaisal11 Hi! Sorry to hear that! Did you make these changes? ^MM,Reply,,
1050570875249020930,2018/10/11,http://twitter.com/IceSalmons/status/1050570875249020930,I liked a @YouTube video https://t.co/yiI0DuA0GV Xbox Game Pass vs PlayStation NOW,@IceSalmons,Omri Perez,United States of America,New York,New York,Neutral,Neutral,Twitter,M,3497,33,143,I liked a @YouTube video https://t.co/yiI0DuA0GV Xbox Game Pass vs PlayStation NOW,Tweet,,
1051365767306973185,2018/10/14,http://twitter.com/AskPlayStation/status/1051365767306973185,@lovejinkles Sorry for that. Please check your Direct Messages for further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,845136,1374003,3122,@lovejinkles Sorry for that. Please check your Direct Messages for further instructions.,Reply,,
1049601874750525440,2018/10/09,http://twitter.com/AskPS_UK/status/1049601874750525440,@johninwigan I'm afraid we cannot process this over Twitter. Please check the 'Having problems changing Sign-in ID?' section for how to get in touch with the team that can assist further. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,336224,121028,23,@johninwigan I'm afraid we cannot process this over Twitter. Please check the 'Having problems changing Sign-in ID?' section for how to get in touch with the team that can assist further. ^NL,Reply,,
1051475470586445825,2018/10/14,http://twitter.com/AskPS_UK/status/1051475470586445825,@AhhhJaysus In order for me to help you please make sure you're following us so I can send you a DM. Thanks ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Anger,Twitter,,339123,121608,23,@AhhhJaysus In order for me to help you please make sure you're following us so I can send you a DM. Thanks ^DK,Reply,,
1051646204524879872,2018/10/14,http://twitter.com/AskPlayStation/status/1051646204524879872,@gmslife2 Glad to help. To better assist you please elaborate more the issue you are having. Are you getting any error code or message?,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,845475,1374359,3121,@gmslife2 Glad to help. To better assist you please elaborate more the issue you are having. Are you getting any error code or message?,Reply,,
1050202659616108544,2018/10/10,http://twitter.com/AskPlayStation/status/1050202659616108544,@kca417 We are glad to help. Check out our article for more info about How to change PSN account email address: https://t.co/UrrftWkOoC,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,843877,1370817,3126,"@kca417 We are glad to help. Check out our article for more info about How to change PSN account email address:
https://t.co/UrrftWkOoC",Reply,,
1051497829267587072,2018/10/14,http://twitter.com/AskPS_UK/status/1051497829267587072,@Aaron68690066 Hi! Sorry to hear that! Can you sign in on the phone app and see if you have any messages from around the time of the first crash? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,339257,121643,23,@Aaron68690066 Hi! Sorry to hear that! Can you sign in on the phone app and see if you have any messages from around the time of the first crash? ^MM,Reply,,
1051794583053619200,2018/10/15,http://twitter.com/AskPS_UK/status/1051794583053619200,"@m7kgaming If you'd like to resolve this via a live chat you can get in via our Help page here: https://t.co/FqyFnCMNNX. When a specialist is available, a pop-up on the right will invite you to chat. The opening hours for live chat are Mon-Fri, 11am-7pm BST. ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,339856,121777,23,"@m7kgaming If you'd like to resolve this via a live chat you can get in via our Help page here: https://t.co/FqyFnCMNNX. When a specialist is available, a pop-up on the right will invite you to chat. The opening hours for live chat are Mon-Fri, 11am-7pm BST. ^NL",Reply,,
1051650972777369600,2018/10/14,http://twitter.com/AskPlayStation/status/1051650972777369600,"@DebornAustin Hello, Austin. This might be a corrupted data issue in your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC",@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,845482,1374353,3121,"@DebornAustin Hello, Austin. This might be a corrupted data issue in your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC",Reply,,
1050918473700917249,2018/10/12,http://twitter.com/AskPlayStation/status/1050918473700917249,@xezeeh Hello. More info about banned accounts and our TOS can be found here:https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,844650,1374961,3133,@xezeeh Hello. More info about banned accounts and our TOS can be found here:https://t.co/YFJ2ZgLlo6 Specific details of why your account got banned should be shared in an email. Please check the Junk/ Spam folders.,Reply,,
1051250072564969477,2018/10/13,http://twitter.com/The_LordX/status/1051250072564969477,#39 Finished for 2018 - Goosebumps: The Game [PS4 via PSNow] Thoughts: Saw that this was an easy platinum with the use of a guide... and thus I now have my 77th platinum [and that platinum was also my 8800th trophy overall],@The_LordX,"""Spooky"" Lord X",Canada,Newfoundland and Labrador,St. Johncs,Positive,Neutral,Twitter,,32559,229,554,"#39 Finished for 2018 - Goosebumps: The Game [PS4 via PSNow]

Thoughts: Saw that this was an easy platinum with the use of a guide... and thus I now have my 77th platinum [and that platinum was also my 8800th trophy overall]",Tweet,,
1050910226248024066,2018/10/12,http://twitter.com/richardcobbett/status/1050910226248024066,"Been continuing my Yakuza series play through with the ones on Playstation Now. Urgh, I wish it supported 1080p. Everything's so blurry when it's upscaled from 720p...",@richardcobbett,Richard Cobbett,United States of America,New York,New York,Negative,Anger,Twitter,M,142561,6788,419,"Been continuing my Yakuza series play through with the ones on Playstation Now. Urgh, I wish it supported 1080p. Everything's so blurry when it's upscaled from 720p...",Tweet,,
1050778650579230728,2018/10/12,http://twitter.com/PlayStationEU/status/1050778650579230728,"It’s here! @CallofDuty #BlackOps4 is finally out. Tactical multiplayer, Zombies and the the all-new Blackout mode are ready to play: https://t.co/nZ42GxncNO https://t.co/Slaq3KGkFR",@PlayStationEU,PlayStation Europe,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,23458,928641,870,"It’s here! @CallofDuty #BlackOps4 is finally out.

Tactical multiplayer, Zombies and the the all-new Blackout mode are ready to play: https://t.co/nZ42GxncNO https://t.co/Slaq3KGkFR",Tweet,,
1051972969424142336,2018/10/15,http://twitter.com/AskPlayStation/status/1051972969424142336,@TeethOnTheCob That's odd. Please try a different browser or delete cookies and browsing history for the one that you are currently using.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,845855,1374648,3121,@TeethOnTheCob That's odd. Please try a different browser or delete cookies and browsing history for the one that you are currently using.,Reply,,
1051127715808649217,2018/10/13,http://twitter.com/AskPS_UK/status/1051127715808649217,@Joel_R_91 Ok. If you go to the page we sent you there will be a contact us link under 'having issues changing your sign in ID' that you will be directed to if you are unable to sign in. Did you find this? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,338426,121587,23,@Joel_R_91 Ok. If you go to the page we sent you there will be a contact us link under 'having issues changing your sign in ID' that you will be directed to if you are unable to sign in. Did you find this? ^MM,Reply,,
1051774640207654912,2018/10/15,http://twitter.com/AskPS_UK/status/1051774640207654912,"@PROJ3CTGD Does it happen immediately, or when using it after any amount of time? ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,339823,121775,23,"@PROJ3CTGD Does it happen immediately, or when using it after any amount of time? ^DB",Reply,,
1050244004690972672,2018/10/11,http://twitter.com/TROZJAN/status/1050244004690972672,@The_CrapGamer @Colteastwood Has Sony got 2m playstation now members or whatever there shit service is,@TROZJAN,TROZJAN,United Kingdom,,,Negative,Neutral,Twitter,,4450,649,105,@The_CrapGamer @Colteastwood Has Sony got 2m playstation now members or whatever there shit service is,Reply,,
1050956918422953984,2018/10/12,http://twitter.com/AskPlayStation/status/1050956918422953984,"@Jaden26517834 Glad to help! For further assistance with DLC please follow these steps: https://t.co/PR9L0S0kEu Just keep in mind that in game currency/content is automatically added to the game, you won't need to download it from the Library, just look inside the game after follow these steps.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,844705,1374999,3133,"@Jaden26517834 Glad to help! For further assistance with DLC please follow these steps: https://t.co/PR9L0S0kEu Just keep in mind that in game currency/content is automatically added to the game, you won't need to download it from the Library, just look inside the game after follow these steps.",Reply,,
1050550032024444929,2018/10/11,http://twitter.com/AskPlayStation/status/1050550032024444929,@NarnoldPT We are sorry to read that you're having issues when processing payments. Please follow the steps in the next link: https://t.co/7atHEqJw8n,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,844212,1374249,3130,@NarnoldPT We are sorry to read that you're having issues when processing payments. Please follow the steps in the next link: https://t.co/7atHEqJw8n,Reply,,
1051832270057861120,2018/10/15,http://twitter.com/AskPS_UK/status/1051832270057861120,"@VorTeX_AlphA5 OK, jump into Safe Mode and use Option 5, then try using your account on the console again. Instructions here: https://t.co/vecpA6wnaQ ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,339951,121826,23,"@VorTeX_AlphA5 OK, jump into Safe Mode and use Option 5, then try using your account on the console again. Instructions here: https://t.co/vecpA6wnaQ ^DB",Reply,,
1051164201039917056,2018/10/13,http://twitter.com/AskPS_UK/status/1051164201039917056,@steiner_dominik Hi! We can't guarantee that these will be compatible with the console. What issue are you having? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,338582,121554,23,@steiner_dominik Hi! We can't guarantee that these will be compatible with the console. What issue are you having? ^MM,Reply,,
1050492450014461952,2018/10/11,http://twitter.com/AskPS_UK/status/1050492450014461952,@vivsbala Ok. I'm going to need to send you a DM with some more information. Please make sure that you are following us so that I can send you it. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,337574,121332,23,@vivsbala Ok. I'm going to need to send you a DM with some more information. Please make sure that you are following us so that I can send you it. ^MM,Reply,,
1049598868072095745,2018/10/09,http://twitter.com/Son_of_Vision02/status/1049598868072095745,"In regards to Xbox announcing a game streaming option, I predict that Sony will announce improvements to PSnow after seeing how gamers react.",@Son_of_Vision02,R.N.B - Spookdaddy-,,,,Neutral,Neutral,Twitter,,2651,294,835,"In regards to Xbox announcing a game streaming option, I predict that Sony will announce improvements to PSnow after seeing how gamers react.",Tweet,,
1051177285997350912,2018/10/13,http://twitter.com/AskPS_UK/status/1051177285997350912,"@mrdalesteel I'm going to need to send you a DM with some more information, please make sure that you are following us so that I can send you it. ^MM",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Joy,Twitter,,338631,121520,23,"@mrdalesteel I'm going to need to send you a DM with some more information, please make sure that you are following us so that I can send you it. ^MM",Reply,,
1050768459536183296,2018/10/12,http://twitter.com/AskPS_UK/status/1050768459536183296,@alif0rest Can you still login here - https://t.co/4KvKeQI97r? ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,337793,121422,23,@alif0rest Can you still login here - https://t.co/4KvKeQI97r? ^DK,Reply,,
1051870589462429696,2018/10/15,http://twitter.com/AskPS_UK/status/1051870589462429696,"@eljagodziak Do you have any recent messages with an unrecognised symbol and/or a heart? If you do, please delete them, and then retry this. Let me know how it goes. ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,340108,121902,23,"@eljagodziak Do you have any recent messages with an unrecognised symbol and/or a heart? If you do, please delete them, and then retry this. Let me know how it goes. ^NL",Reply,,
