GUID,Date (EST),URL,Contents,Author,Name,Country,State/Region,City/Urban Area,Category,Emotion,Source,Gender,Posts,Followers,Following,Post Title,Post Type,Image URL,Brand
1015445954588303360,7/7/2018,http://twitter.com/AskPlayStation/status/1015445954588303360,@madison_wolford Thanks for the details. We sent you a DM.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,808171,1344792,3159,@madison_wolford Thanks for the details. We sent you a DM.,Reply,,
1015385198438043648,7/6/2018,http://twitter.com/AskPlayStation/status/1015385198438043648,"@GamersProter Hello, glad to assist you! In fact we need to use a credit card that belongs from the same region as your PSN account. Please remember that we can use a different payment method as PSN codes: https://t.co/KQRLyQbLD3",@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,808103,1344787,3159,"@GamersProter Hello, glad to assist you! In fact we need to use a credit card that belongs from the same region as your PSN account. Please remember that we can use a different payment method as PSN codes: https://t.co/KQRLyQbLD3",Reply,,
1015313207827845120,7/6/2018,http://twitter.com/AskPS_UK/status/1015313207827845120,@TyrionfromGOT Is there any error code that comes up alongside the text? Are you both within the same region? ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,289920,108212,25,@TyrionfromGOT Is there any error code that comes up alongside the text? Are you both within the same region? ^DB,Reply,,
1016019502830678017,7/8/2018,http://twitter.com/AskPS_UK/status/1016019502830678017,@TomBarsby1 Hello! Are you booting into Safe Mode manually to perform the update? Please follow the instructions on the following page for Option 3: https://t.co/D9hEO3Gfxw ^DB,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,290493,108400,25,@TomBarsby1 Hello! Are you booting into Safe Mode manually to perform the update? Please follow the instructions on the following page for Option 3: https://t.co/D9hEO3Gfxw ^DB,Reply,,
1015514001944600576,7/7/2018,http://twitter.com/AskPS_UK/status/1015514001944600576,"@Hxnley Sure, we can take this to DM's! I need to send you one first so make sure that you are following us so that I can. ^MM",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Joy,Twitter,,289997,108239,25,"@Hxnley Sure, we can take this to DM's! I need to send you one first so make sure that you are following us so that I can. ^MM",Reply,,
1016124084147630080,7/8/2018,http://twitter.com/AskPlayStation/status/1016124084147630080,"@KevinQvick Hello, glad to assist you! Please try to refresh the licenses on your system. Here you have the steps how to restore the licenses in the console. Steps here: https://t.co/WATnmgS37Z",@AskPlayStation,Ask PlayStation,,,,Positive,Joy,Twitter,,808793,1345014,3159,"@KevinQvick Hello, glad to assist you! Please try to refresh the licenses on your system. Here you have the steps how to restore the licenses in the console. Steps here: https://t.co/WATnmgS37Z",Reply,,
1014319308267311110,7/3/2018,http://twitter.com/AskPlayStation/status/1014319308267311110,"@Billy4NY Here to assist! Please access this link https://t.co/bHLsS965ia select ""PlayStation 4"" and follow the on-screen troubleshooting steps under Picture and Sound.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,807033,1344588,3159,"@Billy4NY Here to assist! Please access this link https://t.co/bHLsS965ia select ""PlayStation 4"" and follow the on-screen troubleshooting steps under Picture and Sound.",Reply,,
1014863888263929857,7/5/2018,http://twitter.com/AskPlayStation/status/1014863888263929857,@vasifsiz_stoper We have sent you a Direct Message via Twitter with further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,807519,1344561,3159,@vasifsiz_stoper We have sent you a Direct Message via Twitter with further instructions.,Reply,,
1015277116198449154,7/6/2018,http://twitter.com/AskPlayStation/status/1015277116198449154,"@HitokiriAnnikai Alright, please set this current console as your primary one. Steps here: https://t.co/1ujqlIfdag",@AskPlayStation,Ask PlayStation,,,,Neutral,Fear,Twitter,,807916,1344763,3159,"@HitokiriAnnikai Alright, please set this current console as your primary one. Steps here:  https://t.co/1ujqlIfdag",Reply,,
1015461609735680000,7/7/2018,http://twitter.com/AskPlayStation/status/1015461609735680000,@CuppaBaldJoe Hello there! That option is not available. Only one headset can be connected at a time. Broadcast details are available here: https://t.co/5CMSmDxn7N,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808203,1344784,3159,@CuppaBaldJoe Hello there! That option is not available. Only one headset can be connected at a time. Broadcast details are available here: https://t.co/5CMSmDxn7N,Reply,,
1014247987336437760,7/3/2018,http://twitter.com/AskPlayStation/status/1014247987336437760,@BlackHoneyCombs We are glad to help! Please follow this link for more info on how to reset your password: https://t.co/6Cv9bgut2Q,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,806929,1344573,3158,@BlackHoneyCombs We are glad to help! Please follow this link for more info on how to reset your password: https://t.co/6Cv9bgut2Q,Reply,,
1013870946166497280,7/2/2018,http://twitter.com/AskPS_UK/status/1013870946166497280,@loujackruby Are you able to test this on a different console? ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,288775,107973,25,@loujackruby Are you able to test this on a different console? ^NL,Reply,,
1014634060457631744,7/4/2018,http://twitter.com/AskPlayStation/status/1014634060457631744,"@theLootsma Sorry to hear that! In the following article you can find more information about how to request a refund, please check it out: https://t.co/fAiqjlv1HD",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,807323,1344602,3160,"@theLootsma Sorry to hear that! In the following article you can find more information about how to request a refund, please check it out: https://t.co/fAiqjlv1HD",Reply,,
1014190447722483712,7/3/2018,http://twitter.com/AskPlayStation/status/1014190447722483712,"@RepayedOfficial Please go to the web site https://t.co/eC1vdKi5Wm select ""PlayStation 4"" select ""disc"" and follow the on-screen troubleshooting steps",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,806839,1344533,3158,"@RepayedOfficial Please go to the web site https://t.co/eC1vdKi5Wm select ""PlayStation 4""  select ""disc"" and follow the on-screen troubleshooting steps",Reply,,
1013849847772909568,7/2/2018,http://twitter.com/AskPS_UK/status/1013849847772909568,"@xXxShona_CxXx Hi there, sorry to hear that! Are you able to sign in on any other device, for example the console? ^NL",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,288723,107965,25,"@xXxShona_CxXx Hi there, sorry to hear that! Are you able to sign in on any other device, for example the console? ^NL",Reply,,
1015589676865019904,7/7/2018,http://twitter.com/AskPlayStation/status/1015589676865019904,@masto0of1 Sorry to hear that. Please let us know the Country that you selected when you created your PSN account and where are you located?,@AskPlayStation,Ask PlayStation,,,,Neutral,Sadness,Twitter,,808242,1344796,3160,@masto0of1 Sorry to hear that. Please let us know the Country that you selected when you created your PSN account and where are you located?,Reply,,
1015294924311416839,7/6/2018,http://twitter.com/AskPlayStation/status/1015294924311416839,@KingharashModz Glad to help. Please update the PS3 using an USB following the steps in the next link: https://t.co/HWDj9QsXw3 Let us know the outcome!,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,807943,1344766,3159,@KingharashModz Glad to help. Please update the PS3 using an USB following the steps in the next link: https://t.co/HWDj9QsXw3 Let us know the outcome!,Reply,,
1014758240587014145,7/5/2018,http://twitter.com/AskPlayStation/status/1014758240587014145,"@alextarango4 For refund information, please check the following link: https://t.co/MInrgZSl48",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,807498,1344575,3160,"@alextarango4 For refund information, please check the following link: https://t.co/MInrgZSl48",Reply,,
1014603845769613312,7/4/2018,http://twitter.com/AskPS_UK/status/1014603845769613312,@RpKBHR Have you previously had issues with in-game currency for the game? ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,289435,108084,25,@RpKBHR Have you previously had issues with in-game currency for the game? ^NL,Reply,,
1015375455405395970,7/6/2018,http://twitter.com/AskPlayStation/status/1015375455405395970,"@RobinOstertag Hello, Robin. It seems this could be caused due to corrupted data in your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808066,1344797,3159,"@RobinOstertag Hello, Robin. It seems this could be caused due to corrupted data in your system. Please start your system in safe mode and rebuild the database: https://t.co/NiCy6xiXKC",Reply,,
1013444314477801474,7/1/2018,http://twitter.com/AskPlayStation/status/1013444314477801474,@Fortunetiz We understand. Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,806112,1344389,3162,@Fortunetiz We understand. Here you have the article about issues with 2 step verification feature: https://t.co/oiLkb8DKLj Scroll all the way down and there you will find more contact options.,Reply,,
1013774105563291648,7/2/2018,http://twitter.com/AskPS_UK/status/1013774105563291648,@iJonasRizk Can you confirm what the main error code or message is when you try and sign in on the console using your WIFI? ^NJ,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,288603,107949,25,@iJonasRizk Can you confirm what the main error code or message is when you try and sign in on the console using your WIFI? ^NJ,Reply,,
1015741157467410433,7/7/2018,http://twitter.com/AskPlayStation/status/1015741157467410433,@Masterxuser Please check your Direct Messages for further instructions.,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,808403,1344814,3161,@Masterxuser Please check your Direct Messages for further instructions.,Reply,,
1014131558431805441,7/3/2018,http://twitter.com/AskPS_UK/status/1014131558431805441,@TafunaJohn Hi! This will depend on the game and the region of the disc you used. Check with the game publishers for the specific game info. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,288968,108008,25,@TafunaJohn Hi! This will depend on the game and the region of the disc you used. Check with the game publishers for the specific game info. ^MM,Reply,,
1015240961935503360,7/6/2018,http://twitter.com/AskPS_UK/status/1015240961935503360,@joshnator1 Hello! Did you receive a purchase confirmation for the season pass? Could you let me know which game this is for? ^AS,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,289791,108182,25,@joshnator1 Hello! Did you receive a purchase confirmation for the season pass? Could you let me know which game this is for? ^AS,Reply,,
1013887006181658624,7/2/2018,http://twitter.com/AskPlayStation/status/1013887006181658624,@EagleofPhantoms Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,@AskPlayStation,Ask PlayStation,,,,Positive,Neutral,Twitter,,806521,1344486,3158,@EagleofPhantoms Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions. Thanks!,Reply,,
1014610504667496449,7/4/2018,http://twitter.com/AskPlayStation/status/1014610504667496449,@subbykkaya Hi there. That sounds a bit strange. Restore Licenses to refresh your privileges and try again: https://t.co/zuLywYmK36,@AskPlayStation,Ask PlayStation,,,,Negative,Neutral,Twitter,,807287,1344616,3160,@subbykkaya Hi there. That sounds a bit strange. Restore Licenses to refresh your privileges and try again: https://t.co/zuLywYmK36,Reply,,
1015369720957145090,7/6/2018,http://twitter.com/AskPlayStation/status/1015369720957145090,@brandleyyt That option is not available. Once an Online ID is created the account's region can't be modified. More details here: https://t.co/mj1xAGC6hY,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,808046,1344789,3159,@brandleyyt That option is not available. Once an Online ID is created the account's region can't be modified. More details here:  https://t.co/mj1xAGC6hY,Reply,,
1014517638721081344,7/4/2018,http://twitter.com/AskPS_UK/status/1014517638721081344,"@BenBull_ Hi! I'd love to let you know, but I don't have any more information on it than you do! We are a tech support line, so you'd be best contacting the game devs for updates. ^MM",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Anger,Twitter,,289302,108081,25,"@BenBull_ Hi! I'd love to let you know, but I don't have any more information on it than you do! We are a tech support line, so you'd be best contacting the game devs for updates. ^MM",Reply,,
1015623471420903426,7/7/2018,http://twitter.com/AskPlayStation/status/1015623471420903426,"@StastnyMutant Unfortunately due to security restrictions, we cannot handle this kind of issues via Twitter. Please let us know the Country that you selected when you created your PSN account and where are you located?",@AskPlayStation,Ask PlayStation,,,,Negative,Sadness,Twitter,,808271,1344811,3160,"@StastnyMutant Unfortunately due to security restrictions, we cannot handle this kind of issues via Twitter. Please let us know the Country that you selected when you created your PSN account and where are you located?",Reply,,
1014196273900122113,7/3/2018,http://twitter.com/AskPlayStation/status/1014196273900122113,"@Austin_Byrd_14 Hi Austin. Please go to the web site https://t.co/eC1vdKi5Wm select ""PlayStation 4"" Select ""power"" and follow the on-screen troubleshooting steps.",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,806851,1344541,3158,"@Austin_Byrd_14 Hi Austin. Please go to the web site https://t.co/eC1vdKi5Wm select ""PlayStation 4"" Select ""power""  and follow the on-screen troubleshooting steps.",Reply,,
1015367868609855488,7/6/2018,http://twitter.com/AskPlayStation/status/1015367868609855488,"@CodyBladeMartin Here to help! Please follow the steps below: Format a USB to ExFAT: https://t.co/7gauTWlhMY Download the system update to the USB and install it, from this link: https://t.co/RhaVd8jm8i Click on the ""Download Update"" blue button, go to ""Update using a computer"".",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808033,1344789,3159,"@CodyBladeMartin Here to help! Please follow the steps below: 
Format a USB to ExFAT: https://t.co/7gauTWlhMY 
Download the system update to the USB and install it, from this link: https://t.co/RhaVd8jm8i 
Click on the ""Download Update"" blue button, go to ""Update using a computer"".",Reply,,
1013566747880906752,7/1/2018,http://twitter.com/AskPlayStation/status/1013566747880906752,"@FernInTheCut Hi there! No worries, for further assistance with your 2SV code, please follow these steps: https://t.co/oiLkb8DKLj",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,806251,1344406,3161,"@FernInTheCut Hi there! No worries, for further assistance with your 2SV code, please follow these steps: https://t.co/oiLkb8DKLj",Reply,,
1014136598630367234,7/3/2018,http://twitter.com/AskPS_UK/status/1014136598630367234,@pastyman72 Hi! Sorry to hear that! Have you tried making the purchase on the console? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Neutral,Twitter,,288983,108014,25,@pastyman72 Hi! Sorry to hear that! Have you tried making the purchase on the console? ^MM,Reply,,
1013369780160647168,7/1/2018,http://twitter.com/AskPS_UK/status/1013369780160647168,@KevCarolan Hi there! I'm afraid you will need to create another email address. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Fear,Twitter,,288194,107840,25,@KevCarolan Hi there! I'm afraid you will need to create another email address. ^NL,Reply,,
1015095475647676416,7/6/2018,http://twitter.com/AskPlayStation/status/1015095475647676416,@SnyderCoy We are glad to help you with the connectivity issues. Please access this link https://t.co/cUXuBEew8d and choose the option that better describes the issue that you are experiencing.,@AskPlayStation,Ask PlayStation,,,,Neutral,Joy,Twitter,,807825,1344676,3159,@SnyderCoy We are glad to help you with the connectivity issues. Please access this link https://t.co/cUXuBEew8d and choose the option that better describes the issue that you are experiencing.,Reply,,
1015342985964412928,7/6/2018,http://twitter.com/AskPS_UK/status/1015342985964412928,"@m33mo12345 In this instance, I'm unsure of what I can do, as we can't do anything without an entry into our system. Are you 100% sure you didn't get an auto-response that you may have deleted? ^DB",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,289954,108218,25,"@m33mo12345 In this instance, I'm unsure of what I can do, as we can't do anything without an entry into our system. Are you 100% sure you didn't get an auto-response that you may have deleted? ^DB",Reply,,
1014583570675961858,7/4/2018,http://twitter.com/AskPlayStation/status/1014583570675961858,@Optimus27327741 Hi there. Sorry for the delay. Please check your DM's for further instructions.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,807248,1344603,3159,@Optimus27327741 Hi there. Sorry for the delay. Please check your DM's for further instructions.,Reply,,
1014119720847634432,7/3/2018,http://twitter.com/AskPS_UK/status/1014119720847634432,@AtemijaM Ok. Are you trying to download it via the console or a web browser? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,288933,108000,25,@AtemijaM Ok. Are you trying to download it via the console or a web browser? ^MM,Reply,,
1014825068302688256,7/5/2018,http://twitter.com/AskPS_UK/status/1014825068302688256,"@rita_ritamiller Hi! No problem, is the voucher itself damaged, or just not redeeming? ^DK",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,289507,108112,25,"@rita_ritamiller Hi! No problem, is the voucher itself damaged, or just not redeeming? ^DK",Reply,,
1014745036582457345,7/5/2018,http://twitter.com/AskPlayStation/status/1014745036582457345,"@kidmiracle Please sign in our Web Store, under your Online ID look for the download list and select download to your PS4: https://t.co/ArbUL9w6bZ",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,807489,1344581,3160,"@kidmiracle Please sign in our Web Store, under your Online ID look for the download list and select download to your PS4: https://t.co/ArbUL9w6bZ",Reply,,
1015362175995654144,7/6/2018,http://twitter.com/AskPlayStation/status/1015362175995654144,@TarynDistressed Here to assist! Please let us know the exact error code or message that you receive when you try to access the game.,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,808017,1344790,3159,@TarynDistressed Here to assist! Please let us know the exact error code or message that you receive when you try to access the game.,Reply,,
1014525439270846465,7/4/2018,http://twitter.com/AskPS_UK/status/1014525439270846465,@dx15_j It's not likely that dust would effect your connection to a controller. Do any of them work while in safe mode: https://t.co/pnd152r1Uf ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Neutral,Twitter,,289314,108085,25,@dx15_j It's not likely that dust would effect your connection to a controller. Do any of them work while in safe mode: https://t.co/pnd152r1Uf ^MM,Reply,,
1015314048467062787,7/6/2018,http://twitter.com/AskPlayStation/status/1015314048467062787,@Vinnyneedname Alright! Please sign in to our Website: https://t.co/9LaKN5hiFa and let us know the outcome.,@AskPlayStation,Ask PlayStation,,,,Neutral,Unclassified,Twitter,,807955,1344780,3159,@Vinnyneedname Alright! Please sign in to our Website:  https://t.co/9LaKN5hiFa and let us know the outcome.,Reply,,
1016142325247029249,7/8/2018,http://twitter.com/AskPlayStation/status/1016142325247029249,"@OhMyRice1 Hi there. Thanks for reaching out to us. Let's look into that. For refund info, please check the following link: https://t.co/MInrgZSl48",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808819,1345005,3159,"@OhMyRice1 Hi there. Thanks for reaching out to us. Let's look into that. For refund info, please check the following link: https://t.co/MInrgZSl48",Reply,,
1014127231453548544,7/3/2018,http://twitter.com/AskPS_UK/status/1014127231453548544,@Valkenhyne Hi! Some players are getting it while making the purchase on the webstore. Try purchasing it on the console and let us know how you get on. ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Positive,Neutral,Twitter,,288955,108006,25,@Valkenhyne Hi! Some players are getting it while making the purchase on the webstore. Try purchasing it on the console and let us know how you get on. ^MM,Reply,,
1014687263236788225,7/4/2018,http://twitter.com/AskPlayStation/status/1014687263236788225,@dray8605 Please restore licenses and try to access the content again. Steps here: https://t.co/WATnmgS37Z,@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,807423,1344588,3160,@dray8605 Please restore licenses and try to access the content again. Steps here: https://t.co/WATnmgS37Z,Reply,,
1015841715800899585,7/8/2018,http://twitter.com/AskPlayStation/status/1015841715800899585,@BrandonQueen__ Hello Brandon! PSN is online. Please access this link https://t.co/cUXuBEew8d and choose the option that better describes the issue that you are experiencing.,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808553,1344860,3160,@BrandonQueen__ Hello Brandon! PSN is online. Please access this link https://t.co/cUXuBEew8d and choose the option that better describes the issue that you are experiencing.,Reply,,
1015220282485813249,7/6/2018,http://twitter.com/AskPS_UK/status/1015220282485813249,@davmcj There is but we would need to investigate first. You can apply for a refund at https://t.co/1X9cmqrhsH. The option is near the bottom. ^DK,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Unclassified,Twitter,,289764,108178,25,@davmcj There is but we would need to investigate first. You can apply for a refund at https://t.co/1X9cmqrhsH. The option is near the bottom. ^DK,Reply,,
1015736522744705024,7/7/2018,http://twitter.com/AskPlayStation/status/1015736522744705024,"@RfatZana Please uninstall the app, reinstall it and try again. Let us know the outcome.",@AskPlayStation,Ask PlayStation,,,,Neutral,Anger,Twitter,,808398,1344827,3161,"@RfatZana Please uninstall the app, reinstall it and try again. Let us know the outcome.",Reply,,
1015998497605242880,7/8/2018,http://twitter.com/AskPS_UK/status/1015998497605242880,@SideshowRob5 What happens when you try to start a remote download? ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,290451,108384,25,@SideshowRob5 What happens when you try to start a remote download? ^NL,Reply,,
1014875037067874310,7/5/2018,http://twitter.com/AskPS_UK/status/1014875037067874310,"@dimetricky182 Okay, are you receiving any error codes or error messages at all when you try and do this? ^DK",@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Negative,Anger,Twitter,,289558,108121,25,"@dimetricky182 Okay, are you receiving any error codes or error messages at all when you try and do this? ^DK",Reply,,
1014250850288619520,7/3/2018,http://twitter.com/AskPlayStation/status/1014250850288619520,"@DamianakaTrash Try as follows. Go here: https://t.co/bHLsS965ia select ""PlayStation 4"" and follow the on-screen troubleshooting steps",@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,806934,1344574,3158,"@DamianakaTrash Try as follows. Go here: https://t.co/bHLsS965ia  select ""PlayStation 4"" and follow the on-screen troubleshooting steps",Reply,,
1015306684162506753,7/6/2018,http://twitter.com/AskPlayStation/status/1015306684162506753,@Vinnyneedname Are you having this issue from all of your devices like your computer and mobile?,@AskPlayStation,Ask PlayStation,,,,Negative,Anger,Twitter,,807947,1344777,3159,@Vinnyneedname Are you having this issue from all of your devices like your computer and mobile?,Reply,,
1014133490252763136,7/3/2018,http://twitter.com/Sammie_D/status/1014133490252763136,@AskPlayStation how do I cancel my PlayStation Now subscription? It keeps automatically renewing and I don’t want it anymore but I keep being charged for it,@Sammie_D,💖 Sammie D 💖,United Kingdom,,,Neutral,Anger,Twitter,,20618,2785,1843,@AskPlayStation how do I cancel my PlayStation Now subscription? It keeps automatically renewing and I don’t want it anymore but I keep being charged for it,Tweet,,
1015977663775825920,7/8/2018,http://twitter.com/AskPS_UK/status/1015977663775825920,@robertfowler079 Hi! What happens when you try to sign in? ^MM,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,290412,108374,25,@robertfowler079 Hi! What happens when you try to sign in? ^MM,Reply,,
1013342896068681728,7/1/2018,http://twitter.com/AskPS_UK/status/1013342896068681728,@ahmetdundr Ok! I'm going to send you a direct message. Please make sure that you are following us so I can send it. ^NL,@AskPS_UK,Ask PlayStation UK,United Kingdom,Greater London,London,Neutral,Anger,Twitter,,288138,107820,25,@ahmetdundr Ok! I'm going to send you a direct message. Please make sure that you are following us so I can send it. ^NL,Reply,,
1015376500588187649,7/6/2018,http://twitter.com/AskPlayStation/status/1015376500588187649,@dead_in_sight Sure we can help you with the missing content. Let's restore the licenses: Go to [Settings] > [PlayStation Network/Account Management] and select [Restore Licenses] https://t.co/PR9L0S0kEu,@AskPlayStation,Ask PlayStation,,,,Neutral,Neutral,Twitter,,808071,1344780,3159,@dead_in_sight Sure we can help you with the missing content. Let's restore the licenses: Go to [Settings] > [PlayStation Network/Account Management] and select [Restore Licenses] https://t.co/PR9L0S0kEu,Reply,,
